,X,lon,lat
753,107,-78.9730887,33.6060031
754,108,-71.0588801,42.3600825
755,109,-70.8226541,43.9653889
756,110,-79.9594551,32.778155
757,111,-85.3232139,51.253775
758,112,7.7491265,49.4400657
759,113,-81.5157535,27.6648274
760,114,-72.2600655,41.8809434
761,115,-106.3031138,35.8800364
762,116,-74.0059413,40.7127837
763,117,-98.8705717,30.2743349
764,118,-82.6157331,41.2425531
765,119,-83.1823789,33.5756831
766,120,-85.552896,30.774153
767,121,-74.0059413,40.7127837
768,122,-96.7132304,17.0542297
769,123,-71.3824374,42.4072107
770,124,-76.3452218,37.0298687
771,125,-80.8431267,35.2270869
772,126,-70.2962408,41.6687897
773,128,-71.0588801,42.3600825
774,129,-88.89653,13.794185
775,130,-71.3824374,42.4072107
776,131,-106.6055534,35.0853336
777,132,-71.3824374,42.4072107
778,133,-3.435973,55.378051
779,134,-89.2847251,33.3914427
780,135,-71.0588801,42.3600825
781,136,-70.9175562,42.4709437
782,137,-71.0661653,42.2495321
783,138,-71.0040013,42.2079017
784,140,72.8776559,19.0759837
785,141,-71.1097335,42.3736158
786,142,-80.3582261,27.2730492
787,143,-71.1097335,42.3736158
788,144,-78.944148,44.1050454
789,146,-121.4943996,38.5815719
790,147,-71.0588801,42.3600825
791,148,-120.8958242,38.8375215
792,149,-122.3320708,47.6062095
793,150,-3.435973,55.378051
794,152,-97.7430608,30.267153
795,153,-0.1277583,51.5073509
796,154,-71.5723953,43.1938516
797,155,-122.6716063,45.6318397
798,157,-95.712891,37.09024
799,158,-82.8001026,27.9658533
800,159,-96.9488945,32.8140177
801,160,-96.3977442,30.1668828
802,161,-79.3831843,43.653226
803,162,-70.2147764,44.100351
804,164,10.7913751,45.1564168
805,165,-77.8907839,35.7273509
806,167,-82.6379387,38.4784144
807,168,-99.9018131,31.9685988
808,169,-81.7728543,28.5494447
809,170,-96.9561152,32.5884689
810,171,-83.0363633,42.3149367
811,172,-117.2924917,33.0385349
812,173,-95.712891,37.09024
813,174,-97.1466695,31.549333
814,175,-98.8705717,30.2743349
815,176,-100.9853251,25.4602687
816,177,-71.0588801,42.3600825
817,178,174.885971,-40.900557
818,179,-71.3824374,42.4072107
819,180,-79.0192997,35.7595731
820,181,-74.0856308,40.8126392
821,182,-71.0588801,42.3600825
822,184,-71.4948322,42.8678693
823,185,-73.2544903,45.305771
824,186,-70.7197342,41.7614511
825,187,-44.5550308,-18.512178
826,190,-69.4454689,45.253783
,,-71.0588801,42.3600825
,,-2.2890041,53.4629714
,,-46.3635823,-23.5289582
,,-72.5267121,42.3911569
,,-81.1637245,33.836081
,,-96.7969879,32.7766642
,,-71.0422975,42.3353339
,,4.546097,45.917118
,,-92.057063,30.6163073
,,-74.0059413,40.7127837
,,-102.552784,23.634501
,,-71.3824374,42.4072107
,,-87.0396881,30.6324149
,,-117.826166,33.7458511
,,-122.4194155,37.7749295
,,-119.4179324,36.778261
