,X,lon,lat
,,-74.0059413,40.7127837
,,-119.4179324,36.778261
,,-72.2398566,42.2598457
,,-75.1652215,39.9525839
,,-4.7659226,40.6462619
,,-119.7657332,38.9540739
,,-71.0588801,42.3600825
,,-74.0059413,40.7127837
,,-71.0588801,42.3600825
,,-72.8776013,41.5964869
,,-74.0059413,40.7127837
,,-80.154351,26.050713
,,-95.712891,37.09024
,,-109.0726022,37.3837623
,,-95.712891,37.09024
,,-97.7430608,30.267153
,,-71.0588801,42.3600825
,,-85.8530469,41.2381
,,-118.2436849,34.0522342
,,-73.134961,40.789142
,,-71.0536625,42.40843
,,-81.407571,28.2919557
,,-0.1277583,51.5073509
,,-71.2478251,42.0653812
,,-79.532157,43.8169837
,,-86.5263857,39.165325
,,-97.7430608,30.267153
,,-80.9760556,8.0884943
,,-79.4402808,43.8828401
,,-71.0952891,42.5256563
,,-86.5263879,39.7606013
,,-71.2190578,42.0334565
,,-81.0348144,34.0007104
,,-79.250236,35.7720709
,,-81.3792365,28.5383355
,,9.1582069,45.1847248
,,-99.9018131,31.9685988
,,-78.161106,33.9165623
,,-88.8183872,33.4503998
,,-117.8678338,33.7455731
,,149.8216317,-35.1034741
,,-43.1728965,-22.9068467
,,-81.5157535,27.6648274
,,-71.9282781,41.5961439
,,-80.1494901,26.0112014
,,-72.6850932,41.7637111
,,-80.0942087,26.9342246
,,-73.9865533,40.7263542
,,-79.4092336,44.9293195
,,-71.0588801,42.3600825
,,-98.5737223,29.5962652
,,-81.4678805,31.3588367
,,-117.8143965,33.6524496
,,-85.5648512,44.8078114
,,-123.1172843,44.0477589
,,-74.0059413,40.7127837
,,-94.5785667,39.0997265
,,-71.0040013,42.2079017
,,-111.6709584,32.7558935
,,-122.4229555,37.8269775
,,-72.5288034,41.2882208
,,-119.2717761,35.5005139
,,-100.1759285,26.5088029
,,8.468946,60.472024
,,-84.2700179,37.8393332
,,-76.6588575,39.2559403
,,-80.2297697,27.2544906
,,-97.9008355,28.8849772
,,-83.984684,42.9119753
,,-86.4577506,36.9840067
,,-87.1610807,30.5993603
,,-51.92528,-14.235004
,,-0.3367413,53.7456709
,,-87.4944873,41.6797578
,,-71.5723953,43.1938516
,,-102.552784,23.634501
,,-71.0588801,42.3600825
,,-93.7429195,32.5214887
,,8.675277,9.081999
,,-73.087749,41.6032207
,,-1.7797176,51.5557739
,,-118.2200712,33.8958492
,,126.9239966,37.5915474
,,-71.0040013,42.2079017
,,10.207897,54.1126444
,,12.1950127,50.2238827
,,-118.1597911,33.8894598
,,-111.8412502,33.3061605
,,-73.087749,41.6032207
,,-86.5861037,34.7303688
,,-113.8112386,52.2681118
,,-123.3588964,48.4395762
,,116.6459654,-32.7427972
,,-78.6568942,37.4315734
,,-115.1398296,36.1699412
,,-118.255075,34.1425078
,,28.4863963,37.8117033
,,-84.6154897,34.0234337
,,-73.087749,41.6032207
,,-81.5157535,27.6648274
,,-1.5561425,53.7973485
,,-95.712891,37.09024
,,-117.0625658,32.7536502
,,-97.0969552,33.0145673
,,-96.7969879,32.7766642
,,-90.0715323,29.9510658
,,-0.1144864,51.566937
,,-95.712891,37.09024
,,-51.92528,-14.235004
,,-0.1277583,51.5073509
,,-74.4056612,40.0583238
,,-80.8431267,35.2270869
,,-72.6850932,41.7637111
,,-74.0059413,40.7127837
,,-99.9018131,31.9685988
,,-81.4831806,31.1533959
,,-81.4498717,37.2232316
,,-115.1398296,36.1699412
,,-71.3824374,42.4072107
,,-84.2700179,37.8393332
,,-84.6947325,43.5244747
,,-79.923134,40.4338841
,,-71.0588801,42.3600825
,,-69.4454689,45.253783
,,-82.9000751,32.1656221
,,-118.2436849,34.0522342
,,-88.0191182,44.5198149
,,-86.5861037,34.7303688
,,-71.3824374,42.4072107
,,-80.1436057,40.7882723
,,-119.574224,38.2692123
,,-79.0192997,35.7595731
,,-80.2377078,25.7307897
,,-104.990251,39.7392358
,,-78.928357,39.6581424
,,-79.0192997,35.7595731
,,-80.1373174,26.1224386
,,-71.0588801,42.3600825
,,-76.727745,39.9625984
,,8.459405,55.476466
,,-51.92528,-14.235004
,,-70.9410356,42.2180724
,,-85.1063264,41.009852
,,-71.2760089,42.4906231
,,-82.7637127,28.0780718
,,-117.3961564,33.9533487
,,-73.087749,41.6032207
,,-80.2006014,27.1442168
,,-67.8944535,46.9446696
,,-71.066163,42.4250964
,,-97.092877,35.0077519
,,-71.3161718,42.6334247
,,35.046183,48.464717
,,-118.2436849,34.0522342
,,-102.4342115,47.736992
,,-103.416501,20.6719563
,,-58.3815591,-34.6036844
,,-0.1277583,51.5073509
,,-84.3640829,33.7589188
,,-82.9000751,32.1656221
,,-73.2612615,41.1408363
,,-79.3880114,43.652823
,,-99.9018131,31.9685988
,,-81.5157535,27.6648274
,,-90.392888,36.7569994
,,-78.680016,33.8160058
,,-71.0588801,42.3600825
,,-122.4194155,37.7749295
,,-71.3824374,42.4072107
,,-71.1211635,42.3317642
,,-95.3698028,29.7604267
,,-74.0689469,4.5979257
,,-87.192136,14.0722751
,,-74.0059413,40.7127837
,,-84.414629,30.6238069
,,-98.4780211,29.4193359
,,-76.545605,38.7942279
,,-122.8672199,49.1420365
,,-99.9018131,31.9685988
,,-96.7028312,33.0205401
,,-111.9828576,33.3202398
,,-71.0952891,42.5256563
,,-105.2551187,54.5259614
,,-0.1869644,5.6037168
,,-95.712891,37.09024
,,-51.92528,-14.235004
,,-71.396725,42.0834313
,,-80.2213477,40.5169767
,,-80.6533878,28.0716832
,,-83.0457538,42.331427
,,10.6658014,43.8534711
,,-121.1739212,44.2726203
,,-78.6381787,35.7795897
,,-117.8903397,34.0900091
,,-71.3824374,42.4072107
,,-71.0588801,42.3600825
,,-89.2802743,31.5030948
,,-7.9124712,40.6565861
,,-93.6018389,44.7893446
,,-87.6297982,41.8781136
,,-85.6023643,44.3148443
,,-71.3489484,42.4603719
,,-83.9879625,33.9562149
,,105.318756,61.52401
,,-73.7948516,40.7282239
,,-119.4179324,36.778261
,,-90.230759,15.783471
,,-73.7845651,43.0831301
,,-74.0059413,40.7127837
,,-118.2436849,34.0522342
,,-95.992775,36.1539816
,,-71.0588801,42.3600825
,,-2.8502302,42.5768716
,,-82.903754,32.5404447
,,-78.8866943,33.6890603
,,-71.2478251,42.0653812
,,-85.7584557,38.2526647
,,-98.4842465,39.011902
,,-0.1277583,51.5073509
,,-71.0588801,42.3600825
,,-105.7820674,39.5500507
,,-71.0588801,42.3600825
,,-122.4166041,37.7767964
,,-111.6576151,40.5809815
,,9.1829321,48.7758459
,,-73.1496,42.1668
,,-73.567256,45.5016889
,,-117.1483648,33.4936391
,,-98.4936282,29.4241219
,,-97.7430608,30.267153
,,-0.1298813,51.5109213
,,-71.6161294,42.2695216
,,-119.4179324,36.778261
,,-80.4549026,38.5976262
,,-100.3161126,25.6866142
,,-97.2258483,33.0040126
,,-80.2213477,40.5169767
,,-71.4381653,41.8440925
,,-117.135692,32.6940032
,,-91.9623327,30.9842977
,,-71.6494407,42.1516323
,,-93.2650108,44.977753
,,-79.9748103,32.8546197
,,-72.5204827,9.967492
,,-71.3099447,41.9820732
,,-0.3070078,51.5032186
,,-99.4803241,27.5305671
,,-70.9264393,43.1339545
,,-98.8705717,30.2743349
,,174.885971,-40.900557
,,-83.3292763,42.2979978
,,8.468946,60.472024
,,-74.0059413,40.7127837
,,-78.8783689,42.8864468
,,-62.8588333,-36.4583817
,,-74.8309248,41.5157622
,,-83.0457538,42.331427
,,-99.1236134,19.4873329
,,-79.9310512,32.7764749
,,-85.6023643,44.3148443
,,-71.3824374,42.4072107
,,-80.0134517,40.4541585
,,-80.5886646,28.0344621
,,121.774017,12.879721
,,-82.4571776,27.950575
,,-73.099194,44.4454432
,,-74.4056612,40.0583238
,,10.451526,51.165691
,,-71.0588801,42.3600825
,,-79.7919754,36.0726354
,,-71.0475773,42.3381437
,,-90.0489801,35.1495343
,,-78.6568942,37.4315734
,,174.885971,-40.900557
,,-86.1349019,40.2671941
,,-80.6081089,28.0836269
,,-71.2689461,42.5584218
,,-78.6568942,37.4315734
,,-98.8705717,30.2743349
,,-81.6017417,28.1614046
,,-118.3487891,33.8325405
,,-71.4245049,42.2000966
,,-83.0281257,42.5099227
,,-71.0588801,42.3600825
,,-77.6109219,43.16103
,,-99.9018131,31.9685988
,,-2.13125,49.214439
,,-75.5276699,38.9108325
,,-110.9559192,29.0729673
,,-96.6388833,32.912624
,,-71.0588801,42.3600825
,,-86.7483318,34.6992579
,,-92.9376887,47.4271546
,,-74.0059413,40.7127837
,,-71.0588801,42.3600825
,,-83.753428,9.748917
,,-95.3698028,29.7604267
,,-71.0588801,42.3600825
,,-123.2620435,44.5645659
,,-84.1688274,39.6895036
,,-82.907123,40.4172871
,,-71.1626756,42.2797554
,,-67.7399015,47.0479934
,,-80.1917902,25.7616798
,,-71.0588801,42.3600825
,,-75.1652215,39.9525839
,,-74.0059413,40.7127837
,,-75.1652215,39.9525839
,,-76.5825064,39.2987542
,,-71.0588801,42.3600825
,,-81.5157535,27.6648274
,,-73.9803743,40.6854138
,,-122.3502702,47.7862093
,,-82.9987942,39.9611755
,,-93.097702,41.8780025
,,-117.8531119,33.7877944
,,-74.9968543,40.2030643
,,-75.1652215,39.9525839
,,-102.552784,23.634501
,,-82.4571776,27.950575
,,-112.1496533,49.7859606
,,-80.8431267,35.2270869
,,-74.0059413,40.7127837
,,-74.4056612,40.0583238
,,-97.7625441,35.5067215
,,-89.5192484,34.3664951
,,-86.7816016,36.1626638
,,-95.712891,37.09024
,,-110.8232544,34.5013551
,,-82.4571776,27.950575
,,-99.9018131,31.9685988
,,-79.9310512,32.7764749
,,-81.5157535,27.6648274
,,-82.907123,40.4172871
,,-74.0059413,40.7127837
,,-75.1118422,39.7028923
,,-80.9367705,39.6028538
,,-71.0110473,42.4651421
,,-76.6387811,39.3499759
,,-95.712891,37.09024
,,-71.0765188,42.3388111
,,-73.9926591,40.6895061
,,-71.0588801,42.3600825
,,-81.5157535,27.6648274
,,-71.0588801,42.3600825
,,-106.6055534,35.0853336
,,-118.339838,34.170582
,,-71.0588801,42.3600825
,,-118.2611082,33.8643414
,,-71.2092214,42.3370413
,,-87.6297982,41.8781136
,,-95.712891,37.09024
,,-158.0000565,21.4389123
,,-112.3576567,33.4353394
,,-3.435973,55.378051
,,73.5594128,29.4018554
,,-99.133208,19.4326077
,,-88.89653,13.794185
,,-122.3320708,47.6062095
,,-71.3824374,42.4072107
,,-71.3824374,42.4072107
,,-71.0588801,42.3600825
,,-95.712891,37.09024
,,-73.8676864,40.8586661
,,-74.6656952,40.9054107
,,-86.7816016,36.1626638
,,-71.1263228,42.4968353
,,-81.7948103,26.1420358
,,-66.58973,6.42375
,,-70.7742804,43.4391627
,,-123.133569,49.1665898
,,-96.994174,33.046233
,,-118.2436849,34.0522342
,,-70.8226541,43.9653889
,,-82.9000751,32.1656221
,,-95.4099403,29.0560789
,,-71.0588801,42.3600825
,,-1.940524,57.516025
,,-71.0588801,42.3600825
,,-73.212072,44.4758825
,,-70.9704787,41.6130323
,,-81.4709358,28.1573736
,,-75.1652215,39.9525839
,,-118.2436849,34.0522342
,,-98.8445438,43.3841665
,,-36.954107,-8.8137173
,,-75.6971931,45.4215296
,,-71.3824374,42.4072107
,,-95.3010624,32.3512601
,,-71.0588801,42.3600825
,,-114.3224548,34.483901
,,-87.9064736,43.0389025
,,-118.1164613,34.5794343
,,-44.0520413,-19.9659162
,,-71.3824374,42.4072107
,,-79.7736306,8.8828941
,,-71.0588801,42.3600825
,,-93.6091064,41.6005448
,,-102.0443851,20.3307372
,,-118.2436849,34.0522342
,,-158.0089992,21.313149
,,-74.0059413,40.7127837
,,-86.7816016,36.1626638
,,-122.0651819,37.9100783
,,-80.4775569,25.4687224
,,-111.8314724,33.4151843
,,-71.3824374,42.4072107
,,-87.6184065,41.8873607
,,-71.5723953,43.1938516
,,-83.985,42.43472
,,-71.0588801,42.3600825
,,-80.2201825,26.1037204
,,-86.3442107,34.3614336
,,-118.2117257,34.1322469
,,-81.2078699,29.5844524
,,-76.6121893,39.2903848
,,10.0662382,49.553024
,,-76.991358,37.7754187
,,-7.0420455,52.9435883
,,-104.990251,39.7392358
,,-87.6883595,41.7862769
,,-78.6568942,37.4315734
,,-71.1550451,41.7014912
,,-117.5931084,34.1063989
,,-84.3879824,33.7489954
,,-77.0441143,35.108493
,,-118.1164613,34.5794343
,,-43.4289497,-22.4313914
,,-70.2962408,41.6687897
,,-70.9161551,42.1306563
,,-119.4179324,36.778261
,,-72.8581549,41.8731531
,,-81.3852595,30.2400058
,,-77.0368707,38.9071923
,,-71.4774291,41.5800945
,,-71.0588801,42.3600825
,,-71.3466104,42.285214
,,-157.8583333,21.3069444
,,-84.2807329,30.4382559
,,-122.6764816,45.5230622
,,-89.5192484,34.3664951
,,-81.3852595,30.2400058
,,-71.0588801,42.3600825
,,-78.195117,39.3986649
,,-73.2612615,41.1408363
,,-86.2519898,41.6763545
,,-71.4161565,42.279286
,,10.451526,51.165691
,,-74.307282,40.4128551
,,-43.2565606,-22.8503133
,,-118.2436849,34.0522342
,,-81.5157535,27.6648274
,,-111.0937311,39.3209801
,,-122.1430195,37.4418834
,,-89.2361935,38.0114393
,,-102.552784,23.634501
,,-50.2188556,-27.2423392
,,-51.92528,-14.235004
,,-81.655651,30.3321838
,,-87.5691735,33.2098407
,,-71.0588801,42.3600825
,,-84.3640829,33.7589188
,,-82.9824019,39.3331197
,,-83.6874562,43.0125274
,,-74.1318096,40.9403762
,,-71.8634062,42.3517585
,,-88.1831865,39.4840888
,,-72.9469711,41.2705484
,,-80.8575394,35.2205059
,,20.4489216,44.786568
,,-72.9787163,41.5023192
,,-71.4774291,41.5800945
,,-71.1908924,42.7262016
,,-71.2478251,42.0653812
,,-109.9376374,27.487651
,,-94.6263684,39.1139074
,,-71.0588801,42.3600825
,,-69.5172641,44.4786791
,,-71.3824374,42.4072107
,,-149.4936733,64.2008413
,,34.888822,-6.369028
,,-70.8226541,43.9653889
,,-77.0368707,38.9071923
,,-81.6943605,41.49932
,,-0.2405299,52.5694985
,,-95.712891,37.09024
,,-77.1945247,41.2033216
,,-74.0059413,40.7127837
,,-122.6764816,45.5230622
,,-69.4454689,45.253783
,,12.989615,43.5058744
,,-122.1686033,37.4226924
,,-71.3064597,42.1875826
,,-95.712891,37.09024
,,-71.0588801,42.3600825
,,-90.5286594,35.8225223
,,-95.2441009,29.4238472
,,-73.9753625,40.783826
,,-83.357567,33.9519347
,,-43.1728965,-22.9068467
,,-84.2700179,37.8393332
,,-71.3824374,42.4072107
,,-111.9400054,33.4255104
,,-72.285215,18.971187
,,-81.5157535,27.6648274
,,-71.5723953,43.1938516
,,-111.9260519,33.4941704
,,-84.2963123,33.7748275
,,-74.0059413,40.7127837
,,-111.0937311,34.0489281
,,-71.2478251,42.0653812
,,-81.6943605,41.49932
,,-95.712891,37.09024
,,-122.5950942,45.5897694
,,-81.0348144,34.0007104
,,-71.5245087,42.3056501
,,-71.0735476,41.5700183
,,-77.1945247,41.2033216
,,-105.7820674,39.5500507
,,-83.0457538,42.331427
,,-99.9018131,31.9685988
,,77.5535252,13.0495289
,,-100.3161126,25.6866142
,,-121.4943996,38.5815719
,,-70.3911941,43.5124393
,,-122.6764816,45.5230622
,,-77.2020111,38.8324075
,,-71.0588801,42.3600825
,,-99.9018131,31.9685988
,,-71.0588801,42.3600825
,,-93.2277285,44.97399
,,-78.0537962,39.3335905
,,-160.03334,70.63333
,,-1.1581086,52.9547832
,,-66.9036063,10.4805937
,,-80.8431267,35.2270869
,,-78.9219698,40.3267407
,,-77.0368707,38.9071923
,,-120.8465941,37.4946568
,,-0.1869644,5.6037168
,,-71.4774291,41.5800945
,,-122.4194155,37.7749295
,,-86.80249,33.5206608
,,-73.0181954,41.6799297
,,-97.7430608,30.267153
,,-82.907123,40.4172871
,,-79.0203732,43.8508553
,,-71.3824374,42.4072107
,,-101.8782822,33.5842591
,,-111.0937311,39.3209801
,,-118.2436849,34.0522342
,,-71.0588801,42.3600825
,,-83.1763145,42.3222599
,,-74.004931,40.7251584
,,-71.0772796,42.7762015
,,-71.3824374,42.4072107
,,-98.4936282,29.4241219
,,-97.1416768,32.5631924
,,-75.4985521,40.6572331
,,-71.0588801,42.3600825
,,-78.898619,35.9940329
,,-120.4203382,46.4476278
,,-84.348879,33.748824
,,-70.880049,42.5584283
,,-96.7969879,32.7766642
,,-88.0191182,44.5198149
,,-71.1908924,42.7262016
,,-118.2436849,34.0522342
,,-100.3161126,25.6866142
,,-95.712891,37.09024
,,-82.9223839,36.9662044
,,-88.3200715,41.7605849
,,-70.6672621,41.9584457
,,-118.2436849,34.0522342
,,-80.1917902,25.7616798
,,-93.2018908,45.0655212
,,-79.0192997,35.7595731
,,-75.977985,36.8529263
,,-71.3824374,42.4072107
,,-106.346771,56.130366
,,-71.4774291,41.5800945
,,-121.7477304,38.5427806
,,-70.7625376,41.8834363
,,-89.3985283,40.6331249
,,-118.2436849,34.0522342
,,-74.4056612,40.0583238
,,-71.1776114,42.3956405
,,-74.0059413,40.7127837
,,-70.8226541,43.9653889
,,72.9342451,20.5992349
,,-99.9018131,31.9685988
,,-81.6943605,41.49932
,,-71.0588801,42.3600825
,,-84.5037164,38.0405837
,,-79.7919754,36.0726354
,,-95.712891,37.09024
,,-106.346771,56.130366
,,-71.4774291,41.5800945
,,-63.5752387,44.6487635
,,-78.6568942,37.4315734
,,-95.3698028,29.7604267
,,-85.6023643,44.3148443
,,-87.9064736,43.0389025
,,-123.8264512,46.5180824
,,-117.7202731,34.0859655
,,-80.1917902,25.7616798
,,-3.6816372,40.4252727
,,-99.9018131,31.9685988
,,-71.0588801,42.3600825
,,-83.7430378,42.2808256
,,-75.9268747,40.3356483
,,-43.1728965,-22.9068467
,,-79.3831843,43.653226
,,-96.6388833,32.912624
,,-74.738187,40.279623
,,-84.8738239,33.3965867
,,-71.7128471,42.2959267
,,-95.3698028,29.7604267
,,-71.0588801,42.3600825
,,52.3613378,33.2771073
,,-79.3831843,43.653226
,,-71.0588801,42.3600825
,,-71.4651283,43.0967213
,,-71.0588801,42.3600825
,,-102.4107493,34.2331373
,,-71.4774291,41.5800945
,,-79.3831843,43.653226
,,-70.9175562,42.4709437
,,-73.087749,41.6032207
,,-112.0740373,33.4483771
,,-118.2436849,34.0522342
,,-73.087749,41.6032207
,,-79.9958864,40.4406248
,,-117.9145036,33.8352932
,,-63.7126315,45.0389258
,,-72.5466486,42.1536301
,,-76.3960453,43.1139558
,,-83.6324022,32.8406946
,,-57.9535657,-34.9204948
,,-71.2689461,42.5584218
,,-82.907123,40.4172871
,,-122.7527335,38.4513178
,,-94.6858998,46.729553
,,-114.279453,51.193802
,,-95.712891,37.09024
,,-71.2478251,42.0653812
,,-74.0059413,40.7127837
,,-71.3824374,42.4072107
,,-85.6796286,42.9707393
,,-79.7919754,36.0726354
,,-118.1445155,34.1477849
,,-118.3884078,33.8491816
,,-98.6207675,29.5830244
,,-72.9278835,41.308274
,,-78.8866943,33.6890603
,,-7.6920536,53.1423672
,,-83.6538244,41.5628294
,,-88.7878678,43.7844397
,,-73.9901119,40.7560866
,,-77.0469214,38.8048355
,,-71.0588801,42.3600825
,,-91.1403196,30.4582829
,,-71.0588801,42.3600825
,,-2.2973348,53.5910778
,,-94.4155068,39.0911161
,,-71.057951,42.3601998
,,-82.907123,40.4172871
,,-78.976696,38.3820706
,,-71.3824374,42.4072107
,,-113.2957365,53.5412083
,,-71.5522874,42.3459271
,,-74.4056612,40.0583238
,,-87.6297982,41.8781136
,,-82.5171578,27.9451377
,,-71.0588801,42.3600825
,,-78.6568942,37.4315734
,,-101.8551665,33.5778631
,,-95.3698028,29.7604267
,,-74.0059413,40.7127837
,,-74.0059413,40.7127837
,,-73.9853036,40.8817899
,,-74.0059413,40.7127837
,,-77.0002707,38.8776904
,,-81.5157535,27.6648274
,,-84.3879824,33.7489954
,,78.1343507,27.8559672
,,-95.712891,37.09024
,,-79.1783725,40.6234671
,,-117.5664384,33.8752935
,,-78.6568942,37.4315734
,,-74.4120953,40.5187154
,,-2.13125,49.214439
,,-106.124274,38.8397936
,,-117.1825381,34.0555693
,,-71.0588801,42.3600825
,,-119.4179324,36.778261
,,-95.3698028,29.7604267
,,-117.9389526,34.0686208
,,-117.1610838,32.715738
,,-73.2519376,40.8212188
,,-122.4194155,37.7749295
,,-82.5436722,27.763383
,,-73.9210741,40.7939124
,,-87.6297982,41.8781136
,,-99.2350322,28.436934
,,-82.3940104,34.8526176
,,-117.9186451,33.8052029
,,-80.4549026,38.5976262
,,-74.0776417,40.7281575
,,-95.6890185,39.0558235
,,-74.146911,40.309973
,,-87.6297982,41.8781136
,,-83.7430378,42.2808256
,,-79.3831843,43.653226
,,-90.0715323,29.9510658
,,-5.8492926,43.3619457
,,-119.4179324,36.778261
,,-104.9990846,39.9062006
,,-98.4936282,29.4241219
,,-98.1128223,32.8084605
,,-71.3161718,42.6334247
,,-78.8783689,42.8864468
,,-71.3824374,42.4072107
,,-101.9982275,33.6889728
,,-66.0633081,45.2733153
,,-73.4540111,41.394817
,,-95.712891,37.09024
,,-96.80111,33.2362278
,,-87.7268395,41.8955005
,,-81.9320482,34.9495672
,,-118.2436849,34.0522342
,,-118.2436849,34.0522342
,,-74.0059413,40.7127837
,,-115.1398296,36.1699412
,,-71.759794,42.5250906
,,-122.0128953,37.3534607
,,-104.9719243,39.8680412
,,-93.9986131,44.1463506
,,-87.9064736,43.0389025
,,-87.6297982,41.8781136
,,-74.4056612,40.0583238
,,-95.593239,29.6827204
,,-90.5776367,41.5236437
,,-87.0438894,41.4639394
,,-73.9875073,40.7559632
,,-95.0761636,41.3175381
,,-75.1652215,39.9525839
,,-104.9347342,39.8014242
,,135.8033058,34.798408
,,-74.5069592,44.5215184
,,-95.712891,37.09024
,,-73.8648268,40.8447819
,,-84.2807329,30.4382559
,,-98.4842465,39.011902
,,-71.0588801,42.3600825
,,-92.3277375,38.9403808
,,-74.0059413,40.7127837
,,-94.8880916,30.0447317
,,-87.9064736,43.0389025
,,-134.4197222,58.3019444
,,-118.4911912,34.0194543
,,-71.0972178,42.3466764
,,-84.3879824,33.7489954
,,-118.285117,34.0223519
,,-70.8226541,43.9653889
,,-84.2700179,37.8393332
,,-70.8736698,43.1978624
,,-71.0661633,42.4584292
,,-70.8092,42.0714925
,,-81.3792365,28.5383355
,,-7.2019677,53.159111
,,-118.2436849,34.0522342
,,-86.7483318,34.6992579
,,-71.0494919,42.3512857
,,-80.1917902,25.7616798
,,-75.1652215,39.9525839
,,-117.9000604,33.9166805
,,16.3883829,-21.5468249
,,-83.52895,42.156926
,,-81.5157535,27.6648274
,,-87.6297982,41.8781136
,,-82.4374874,37.489193
,,-73.087749,41.6032207
,,-71.0588801,42.3600825
,,-79.3831843,43.653226
,,-86.8688899,35.9250637
,,-72.9278835,41.308274
,,-86.5186054,36.200055
,,-79.3831843,43.653226
,,-81.5157535,27.6648274
,,-106.346771,56.130366
,,-80.8431267,35.2270869
,,-119.816397,39.5441917
,,-88.9946702,40.5122833
,,72.8776559,19.0759837
,,-106.6055534,35.0853336
,,-71.1447732,42.1584324
,,-73.9441579,40.6781784
,,-2.58791,51.454513
,,-71.0588801,42.3600825
,,-71.0588801,42.3600825
,,-77.0368707,38.9071923
,,-118.3924585,33.9859814
,,-98.3252932,26.2159066
,,-71.0588801,42.3600825
,,-70.8226541,43.9653889
,,-97.7430608,30.267153
,,-8.6962775,41.1844362
,,-86.8127702,33.6601033
,,-112.0740373,33.4483771
,,-73.9843516,40.7469602
,,-81.3713178,28.8130253
,,-69.4454689,45.253783
,,-87.6297982,41.8781136
,,-71.0588801,42.3600825
,,-71.1550451,41.7014912
,,-71.3824374,42.4072107
,,-71.6101011,44.3731103
,,-71.3824374,42.4072107
,,-8.224454,39.399872
,,-2.7883808,53.5023923
,,-70.8226541,43.9653889
,,-102.4107493,34.2331373
,,-79.532157,43.8169837
,,-99.9018131,31.9685988
,,-105.7820674,39.5500507
,,-86.1066526,39.6136578
,,-101.3804447,35.3456038
,,-71.1211635,42.3317642
,,-3.1751292,51.4713436
,,-71.0588801,42.3600825
,,139.754732,35.655152
,,-88.0398912,30.6953657
,,-105.7820674,39.5500507
,,-72.1931338,41.3253756
,,-74.1868135,41.3306493
,,-77.6109219,43.16103
,,-111.654923,40.114955
,,-71.0588801,42.3600825
,,-118.2436849,34.0522342
,,-119.4179324,36.778261
,,-34.8828969,-8.0578381
,,-94.6858998,46.729553
,,-84.319135,37.7656482
,,-82.1617883,34.1954001
,,-71.0110473,42.4651421
,,-71.3824374,42.4072107
,,-122.6764816,45.5230622
,,-95.3698028,29.7604267
,,-112.0740373,33.4483771
,,-95.712891,37.09024
,,-88.1084224,42.9764027
,,-78.8689155,38.4495688
,,-71.5163049,42.1398577
,,-115.1398296,36.1699412
,,-73.0995539,40.8584316
,,-83.0457538,42.331427
,,12.88945,46.9907
,,-97.7430608,30.267153
,,-71.1284041,44.0536805
,,-78.6381787,35.7795897
,,-57.575926,-25.2637399
,,-91.1403196,30.4582829
,,-70.8226541,43.9653889
,,-2.9915726,53.4083714
,,-74.0059413,40.7127837
,,-94.9027002,29.383845
,,-90.48344,41.56085
,,-71.3824374,42.4072107
,,-104.990251,39.7392358
,,43.3729793,38.5012085
,,-87.6297982,41.8781136
,,-71.0588801,42.3600825
,,-73.1951767,41.1865478
,,2.213749,46.227638
,,-78.9943569,33.7897086
,,-71.0588801,42.3600825
,,-8.224454,39.399872
,,-81.655651,30.3321838
,,-95.712891,37.09024
,,-75.977985,36.8529263
,,-83.7341274,43.1775256
,,-76.8720961,38.7849211
,,-118.032844,33.9791793
,,-95.712891,37.09024
,,-6.0792932,53.3864304
,,-71.0588801,42.3600825
,,-85.6023643,44.3148443
,,-71.2008912,42.7885553
,,-82.9987942,39.9611755
,,-71.0022705,42.2528772
,,-73.087749,41.6032207
,,-81.5157535,27.6648274
,,-72.7745382,42.3028667
,,-81.115459,33.9529293
,,-71.0588801,42.3600825
,,-71.3824374,42.4072107
,,-98.4936282,29.4241219
,,-77.3832315,44.1627589
,,-87.2169149,30.421309
,,-74.4056612,40.0583238
,,-90.0489801,35.1495343
,,-88.1182923,41.501761
,,-71.3824374,42.4072107
,,-81.5157535,27.6648274
,,-95.4101696,29.9753592
,,-72.827915,41.8540094
,,-158.0091667,21.3866667
,,-71.3824374,42.4072107
,,-71.3824374,42.4072107
,,-78.6568942,37.4315734
,,-71.0588801,42.3600825
,,-83.1763145,42.3222599
,,-71.2478251,42.0653812
,,-95.712891,37.09024
,,-72.0625817,42.9075823
,,-73.4856461,41.4660993
,,-96.637537,40.8049534
,,-71.0588801,42.3600825
,,-71.0588801,42.3600825
,,-72.6412013,42.3250896
,,-84.4277001,33.6407282
,,-120.7401386,47.7510741
,,-99.9018131,31.9685988
,,-120.0607176,36.9613356
,,-95.8833235,35.9420431
,,-95.712891,37.09024
,,-71.1097335,42.3736158
,,-71.0588801,42.3600825
,,-81.5157535,27.6648274
,,-122.1750657,37.4200507
,,-77.1945247,41.2033216
,,-96.9101806,19.5437751
,,-77.2310955,39.8309293
,,-81.5157535,27.6648274
,,-118.2436849,34.0522342
,,-118.1937395,33.7700504
,,-115.1398296,36.1699412
,,-73.0853867,41.5934302
,,-97.1383744,49.895136
,,-88.1535352,41.7508391
,,-71.0588801,42.3600825
,,-71.2643465,42.0909458
,,-71.0411582,42.1306554
,,-98.4936282,29.4241219
,,0.178319,51.577076
,,-111.0937311,34.0489281
,,-99.9018131,31.9685988
,,-89.2476823,48.3808951
,,-71.0022705,42.2528772
,,31.5655424,6.2132663
,,120.447285,17.6830987
,,-71.0588801,42.3600825
